time,deHorizontalVib,deVerticalVib,deAxialVib,nde_horizontalVib,nde_verticalVib,nde_axialVib
16:19:28,1.2,1.3,1.3,2.2,0.8,2.5
16:20:31,1.2,1.2,1.2,2.2,0.8,2.4
16:27:36,1.1,1.2,1.2,2.1,0.8,2.4
16:28:36,1.1,1.2,1.2,2.1,0.7,2.3
16:29:37,1.1,1.2,1.2,2.0,0.8,2.3
16:30:37,1.1,1.2,1.1,2.0,0.8,2.3
16:31:37,1.1,1.2,1.2,2.0,0.7,2.3
16:32:38,1.1,1.2,1.2,2.0,0.7,2.3
16:33:38,1.1,1.2,1.1,2.0,0.7,2.3
16:34:39,1.1,1.2,1.1,2.0,0.8,2.3
16:35:39,1.1,1.2,1.1,2.0,0.8,2.2
16:36:39,1.2,1.3,1.3,2.2,0.8,2.5
16:37:40,1.2,1.2,1.2,2.2,0.8,2.4
16:38:40,1.1,1.2,1.2,2.1,0.8,2.4
16:39:40,1.1,1.2,1.2,2.1,0.7,2.3
16:40:41,1.1,1.2,1.2,2.0,0.8,2.3
16:41:41,1.1,1.2,1.1,2.0,0.8,2.3
16:42:42,1.1,1.2,1.2,2.0,0.7,2.3
16:43:42,1.1,1.2,1.2,2.0,0.7,2.3
16:44:43,1.1,1.2,1.1,2.0,0.7,2.3
16:45:43,1.1,1.2,1.1,2.0,0.8,2.3
16:46:43,1.1,1.2,1.1,2.0,0.8,2.2
16:47:44,1.2,1.3,1.3,2.2,0.8,2.5
16:48:44,1.2,1.2,1.2,2.2,0.8,2.4
16:49:45,1.1,1.2,1.2,2.1,0.8,2.4
16:50:45,1.1,1.2,1.2,2.1,0.7,2.3
16:51:46,1.1,1.2,1.2,2.0,0.8,2.3
16:52:46,1.1,1.2,1.1,2.0,0.8,2.3
16:53:46,1.1,1.2,1.2,2.0,0.7,2.3
16:54:47,1.1,1.2,1.2,2.0,0.7,2.3
16:55:47,1.1,1.2,1.1,2.0,0.7,2.3
16:56:48,1.1,1.2,1.1,2.0,0.8,2.3
16:57:48,1.1,1.2,1.1,2.0,0.8,2.2
16:58:49,1.2,1.3,1.3,2.2,0.8,2.5
16:59:49,1.2,1.2,1.2,2.2,0.8,2.4
17:00:49,1.1,1.2,1.2,2.1,0.8,2.4
17:01:50,1.1,1.2,1.2,2.1,0.7,2.3
17:02:50,1.1,1.2,1.2,2.0,0.8,2.3
17:03:51,1.1,1.2,1.1,2.0,0.8,2.3
17:04:51,1.1,1.2,1.2,2.0,0.7,2.3
17:05:52,1.1,1.2,1.2,2.0,0.7,2.3
17:06:52,1.1,1.2,1.1,2.0,0.7,2.3
17:07:53,1.1,1.2,1.1,2.0,0.8,2.3
17:08:49,1.1,1.2,1.1,2.0,0.8,2.2
17:03:51,1.1,1.2,1.1,1.9,0.7,2.2
17:04:51,1.1,1.2,1.1,1.9,0.7,2.2
17:05:52,1.1,1.2,1.1,1.9,0.7,2.2
17:06:52,1.1,1.2,1.1,1.9,0.7,2.2
17:07:53,1.1,1.2,1.0,1.9,0.7,2.2
17:08:49,1.1,1.2,1.0,1.8,0.7,2.2
17:03:51,1.0,1.2,1.0,1.8,0.7,2.1
17:04:51,1.0,1.2,1.0,1.8,0.7,2.1
17:05:52,1.0,1.2,1.0,1.8,0.7,2.1
17:06:52,1.0,1.2,1.0,1.8,0.7,2.1
17:07:53,1.0,1.2,1.0,1.8,0.7,2.1
17:08:49,1.0,1.2,1.0,1.7,0.7,2.1
17:03:51,1.0,1.2,0.9,1.7,0.7,2.0
17:04:51,1.0,1.2,0.9,1.7,0.7,2.0
17:05:52,1.0,1.2,0.9,1.7,0.7,2.0
17:06:52,1.0,1.2,0.9,1.7,0.7,2.0
17:07:53,1.0,1.2,0.9,1.6,0.7,2.0
17:08:49,1.0,1.2,0.9,1.6,0.7,2.0
17:03:51,1.0,1.2,0.9,1.6,0.7,2.0
17:04:51,1.0,1.2,0.9,1.6,0.7,1.9
17:05:52,1.0,1.2,0.9,1.6,0.7,1.9
17:06:52,1.0,1.2,0.8,1.6,0.7,1.9
17:07:53,1.0,1.2,0.8,1.5,0.7,1.9
17:08:49,1.0,1.2,0.8,1.5,0.7,1.9
17:03:51,0.9,1.2,0.8,1.5,0.7,1.9
17:04:51,0.9,1.2,0.8,1.5,0.7,1.8
17:05:52,0.9,1.2,0.8,1.5,0.7,1.8
17:06:52,0.9,1.2,0.8,1.4,0.7,1.8
17:07:53,0.9,1.2,0.8,1.4,0.7,1.8
17:08:49,0.9,1.2,0.7,1.4,0.7,1.8
17:03:51,0.9,1.2,0.7,1.4,0.7,1.8
17:04:51,0.9,1.2,0.7,1.4,0.7,1.8
17:05:52,0.9,1.2,0.7,1.4,0.7,1.7
17:06:52,0.9,1.2,0.7,1.3,0.7,1.7
17:07:53,0.9,1.2,0.7,1.3,0.7,1.7
17:08:49,0.9,1.2,0.7,1.3,0.7,1.7
17:03:51,0.9,1.2,0.7,1.3,0.7,1.7
17:04:51,0.9,1.2,0.6,1.3,0.7,1.7
17:05:52,0.9,1.2,0.6,1.2,0.7,1.7
17:06:52,0.9,1.2,0.6,1.2,0.7,1.6
17:07:53,0.9,1.2,0.6,1.2,0.6,1.6
17:08:49,0.9,1.2,0.6,1.2,0.6,1.6
17:03:51,0.9,1.2,0.6,1.2,0.6,1.6
17:04:51,0.8,1.2,0.6,1.2,0.6,1.6
17:05:52,0.8,1.2,0.6,1.1,0.6,1.6
