time,deHorizontalVib,deVerticalVib,deAxialVib,nde_horizontalVib,nde_verticalVib,nde_axialVib
16:30:33,0.6,1,0.7,0.4,0.6,0.3
16:31:33,0.5,0.9,0.7,0.4,0.5,0.3
16:32:33,0.5,0.9,0.7,0.4,0.5,0.3
16:33:33,0.5,0.8,0.7,0.4,0.5,0.3
16:34:33,0.5,0.8,0.6,0.4,0.6,0.3
16:35:33,0.6,0.7,0.6,0.4,0.6,0.3
16:36:33,0.6,0.7,0.6,0.4,0.7,0.3
16:37:33,0.7,0.7,0.5,0.4,0.7,0.3
16:38:33,0.7,0.7,0.6,0.4,0.8,0.3
16:39:33,0.7,0.8,0.6,0.4,0.8,0.3
16:40:33,0.7,0.9,0.6,0.4,0.8,0.3
16:41:33,0.7,1,0.7,0.4,0.7,0.3
16:42:33,0.6,1,0.7,0.4,0.7,0.3
16:43:33,0.6,1,0.7,0.4,0.6,0.3
16:44:33,0.5,1,0.6,0.4,0.6,0.3
16:45:33,0.5,0.9,0.7,0.4,0.5,0.3
16:46:33,0.5,0.9,0.6,0.4,0.5,0.3
16:47:33,0.5,0.8,0.6,0.4,0.6,0.3
16:48:33,0.6,0.7,0.6,0.4,0.6,0.3
16:49:33,0.6,0.7,0.6,0.4,0.7,0.3
16:50:33,0.7,0.7,0.6,0.4,0.7,0.3
16:51:33,0.7,0.7,0.6,0.4,0.8,0.3
16:52:33,0.7,0.7,0.6,0.4,0.8,0.3
16:53:33,0.7,0.8,0.6,0.4,0.8,0.3
16:54:33,0.7,0.9,0.6,0.4,0.8,0.3
16:55:33,0.6,0.9,0.7,0.4,0.7,0.3
16:56:33,0.6,0.9,0.7,0.4,0.6,0.3
16:57:33,0.5,0.9,0.7,0.4,0.6,0.3
16:58:33,0.5,0.9,0.7,0.4,0.6,0.3
16:59:33,0.5,0.9,0.6,0.4,0.5,0.3
17:00:33,0.5,0.8,0.6,0.4,0.5,0.3
17:01:33,0.5,0.8,0.6,0.4,0.6,0.3
17:02:33,0.6,0.7,0.6,0.4,0.6,0.3
17:03:33,0.6,0.7,0.6,0.4,0.7,0.3
17:04:33,0.6,0.7,0.6,0.4,0.8,0.3
17:05:33,0.7,0.7,0.6,0.4,0.8,0.3
17:06:33,0.7,0.7,0.6,0.4,0.8,0.3
17:07:33,0.7,0.8,0.6,0.4,0.8,0.3
17:08:33,0.7,0.9,0.6,0.4,0.7,0.3
17:09:33,0.6,0.9,0.7,0.4,0.7,0.3
17:10:33,0.6,0.9,0.7,0.4,0.6,0.3
17:11:33,0.5,0.9,0.7,0.4,0.6,0.3
17:12:33,0.5,0.9,0.7,0.4,0.5,0.3
17:13:33,0.5,0.8,0.6,0.4,0.5,0.3
17:14:33,0.5,0.8,0.6,0.4,0.6,0.3
17:15:33,0.5,0.7,0.6,0.4,0.6,0.3
17:16:33,0.6,0.7,0.6,0.4,0.7,0.3
17:17:33,0.6,0.7,0.5,0.4,0.7,0.3
17:18:33,0.7,0.7,0.6,0.4,0.8,0.3
17:19:33,0.7,0.7,0.6,0.4,0.8,0.3
17:20:33,0.7,0.8,0.6,0.4,0.8,0.3
17:21:33,0.7,0.8,0.6,0.4,0.7,0.3
17:22:33,0.6,0.9,0.7,0.4,0.7,0.3
17:23:33,0.6,0.9,0.7,0.4,0.7,0.3
17:24:33,0.5,0.9,0.6,0.4,0.6,0.3
17:25:33,0.5,0.9,0.6,0.4,0.5,0.3
17:26:33,0.5,0.9,0.7,0.4,0.5,0.3
17:27:33,0.5,0.8,0.6,0.4,0.6,0.3
17:28:33,0.5,0.7,0.6,0.4,0.6,0.3
17:29:34,0.6,0.7,0.6,0.4,0.6,0.3
17:30:34,0.6,0.6,0.6,0.4,0.7,0.3
17:31:34,0.7,0.7,0.6,0.4,0.7,0.3
17:32:34,0.7,0.7,0.6,0.4,0.8,0.3
17:33:34,0.7,0.8,0.6,0.4,0.8,0.3
17:34:34,0.7,0.8,0.6,0.4,0.8,0.3
17:35:34,0.6,0.9,0.6,0.4,0.7,0.3
17:36:34,0.6,0.9,0.6,0.4,0.7,0.3
17:37:34,0.5,0.9,0.6,0.4,0.6,0.3
17:38:34,0.5,0.9,0.7,0.4,0.6,0.3
17:39:34,0.5,0.9,0.6,0.4,0.5,0.3
17:40:34,0.5,0.8,0.6,0.4,0.5,0.3
17:41:34,0.5,0.7,0.6,0.4,0.6,0.3
17:42:34,0.6,0.7,0.6,0.4,0.6,0.3
17:43:34,0.6,0.7,0.6,0.4,0.7,0.3
17:44:34,0.7,0.7,0.6,0.4,0.7,0.3
17:45:34,0.7,0.7,0.6,0.4,0.8,0.3
17:46:34,0.7,0.7,0.6,0.4,0.8,0.3
17:47:34,0.7,0.8,0.6,0.4,0.8,0.3
17:48:35,0.7,0.8,0.6,0.4,0.8,0.3
17:49:35,0.7,0.8,0.6,0.4,0.8,0.3
17:50:35,0.7,0.8,0.6,0.4,0.8,0.3
17:50:45,0.7,0.8,0.6,0.4,0.8,0.3
