time,deHorizontalVib,deVerticalVib,deAxialVib,nde_horizontalVib,nde_verticalVib,nde_axialVib
18:24:18,0.4,0.3,0.5,0.4,0.4,0.4
17:20:46,0.4,0.3,0.4,0.3,0.3,0.4
17:21:46,0.4,0.3,0.4,0.3,0.3,0.4
17:22:46,0.4,0.4,0.4,0.3,0.3,0.4
17:23:47,0.4,0.3,0.4,0.3,0.3,0.4
17:24:47,0.4,0.3,0.4,0.3,0.3,0.4
17:25:48,0.4,0.4,0.4,0.3,0.3,0.4
17:26:48,0.4,0.3,0.4,0.3,0.3,0.4
17:27:48,0.4,0.3,0.4,0.3,0.3,0.4
17:28:49,0.4,0.3,0.4,0.3,0.3,0.4
17:29:49,0.4,0.3,0.4,0.3,0.3,0.4
17:30:49,0.4,0.3,0.4,0.3,0.3,0.4
17:31:50,0.4,0.3,0.5,0.3,0.3,0.4
17:32:50,0.4,0.3,0.5,0.3,0.4,0.4
17:33:50,0.4,0.3,0.5,0.3,0.4,0.4
17:34:51,0.4,0.3,0.5,0.3,0.4,0.4
17:35:51,0.4,0.3,0.5,0.3,0.4,0.4
17:36:51,0.4,0.3,0.5,0.3,0.4,0.4
17:37:52,0.4,0.3,0.5,0.3,0.4,0.4
17:38:52,0.4,0.3,0.5,0.3,0.4,0.4
17:39:53,0.4,0.3,0.5,0.3,0.4,0.4
17:40:53,0.4,0.3,0.5,0.3,0.4,0.4
17:41:53,0.4,0.3,0.5,0.3,0.4,0.4
18:27:03,0.4,0.3,0.5,0.3,0.4,0.4
18:28:04,0.4,0.3,0.5,0.4,0.4,0.4
18:29:05,0.4,0.3,0.5,0.4,0.4,0.4
18:30:06,0.4,0.3,0.5,0.4,0.4,0.4
18:31:07,0.4,0.3,0.5,0.4,0.4,0.4
18:32:08,0.4,0.3,0.5,0.4,0.4,0.4
18:33:09,0.4,0.3,0.5,0.4,0.4,0.4
18:34:10,0.4,0.3,0.5,0.4,0.4,0.4
18:35:11,0.4,0.3,0.5,0.4,0.4,0.4
18:36:12,0.4,0.3,0.5,0.4,0.4,0.4
18:37:13,0.4,0.3,0.5,0.4,0.4,0.4
18:38:16,0.4,0.3,0.5,0.4,0.4,0.4
18:39:17,0.4,0.3,0.5,0.4,0.4,0.4
18:40:17,0.4,0.3,0.5,0.4,0.4,0.4
18:41:18,0.4,0.3,0.5,0.4,0.4,0.4
18:41:58,0.4,0.3,0.5,0.4,0.4,0.4
18:37:13,0.4,0.3,0.5,0.4,0.4,0.4
18:38:16,0.4,0.3,0.5,0.4,0.4,0.4
18:39:17,0.4,0.3,0.5,0.4,0.4,0.4
18:40:17,0.4,0.3,0.5,0.4,0.4,0.4
18:41:18,0.4,0.3,0.5,0.4,0.4,0.4
18:41:58,0.4,0.3,0.5,0.4,0.4,0.4
18:37:13,0.4,0.3,0.5,0.4,0.4,0.4
18:38:16,0.4,0.3,0.5,0.4,0.4,0.4
18:39:17,0.4,0.3,0.5,0.4,0.4,0.4
18:40:17,0.4,0.3,0.5,0.4,0.4,0.4
18:41:18,0.4,0.3,0.5,0.4,0.4,0.4
18:41:58,0.4,0.3,0.5,0.4,0.4,0.4
18:37:13,0.4,0.3,0.5,0.4,0.4,0.4
18:38:16,0.4,0.3,0.5,0.4,0.4,0.4
18:39:17,0.4,0.3,0.5,0.4,0.4,0.4
18:40:17,0.4,0.3,0.5,0.4,0.4,0.4
18:41:18,0.4,0.3,0.5,0.4,0.4,0.4
18:41:58,0.4,0.3,0.5,0.4,0.4,0.4
18:37:13,0.4,0.3,0.5,0.4,0.4,0.4
18:38:16,0.4,0.3,0.5,0.4,0.4,0.4
18:39:17,0.4,0.3,0.5,0.4,0.4,0.4
18:40:17,0.4,0.3,0.5,0.4,0.4,0.4
18:41:18,0.4,0.3,0.5,0.4,0.4,0.4
18:41:58,0.4,0.3,0.5,0.4,0.4,0.4
18:37:13,0.4,0.3,0.5,0.4,0.4,0.4
18:38:16,0.4,0.3,0.5,0.4,0.4,0.4
18:39:17,0.4,0.3,0.5,0.4,0.4,0.4
18:40:17,0.4,0.3,0.5,0.4,0.4,0.4
18:41:18,0.4,0.3,0.5,0.4,0.4,0.4
18:41:58,0.4,0.3,0.5,0.4,0.4,0.4
18:37:13,0.4,0.3,0.5,0.4,0.4,0.4
18:38:16,0.4,0.3,0.5,0.4,0.4,0.4
18:39:17,0.4,0.3,0.5,0.4,0.4,0.4
18:40:17,0.4,0.3,0.5,0.4,0.4,0.4
18:41:18,0.4,0.3,0.5,0.4,0.4,0.4
18:41:58,0.4,0.3,0.5,0.4,0.4,0.4
18:37:13,0.4,0.3,0.5,0.4,0.4,0.4
18:38:16,0.4,0.3,0.5,0.4,0.4,0.4
18:39:17,0.4,0.3,0.5,0.4,0.4,0.4
18:40:17,0.4,0.3,0.5,0.4,0.4,0.4
18:41:18,0.4,0.3,0.5,0.4,0.4,0.4
18:37:13,0.4,0.3,0.5,0.4,0.4,0.4
18:38:16,0.4,0.3,0.5,0.4,0.4,0.4
18:39:17,0.4,0.3,0.5,0.4,0.4,0.4
18:40:17,0.4,0.3,0.5,0.4,0.4,0.4
18:41:18,0.4,0.3,0.5,0.4,0.4,0.4
18:41:58,0.4,0.3,0.5,0.4,0.4,0.4
18:37:13,0.4,0.3,0.5,0.4,0.4,0.4
18:38:16,0.4,0.3,0.5,0.4,0.4,0.4
18:39:17,0.4,0.3,0.5,0.4,0.4,0.4
