time,drivingEndBearingTemp-I,drivingEndBearingTemp-II,nonDrivingEndBearingTemp-I,nonDrivingEndBearingTemp-II
15:55:36,41.7,41.8,40.9,40.6
15:56:36,42.1,42.2,40.9,40.7
15:57:37,42.5,42.6,41,40.7
15:58:38,42.9,43,41,40.8
15:59:38,43.3,43.4,41.1,40.8
16:00:39,43.6,43.8,41.1,40.8
16:01:40,44,44.2,41.1,40.9
16:02:40,44.4,44.5,41.2,40.9
16:03:41,44.7,44.9,41.2,41
16:04:42,45.1,45.2,41.3,41
16:05:42,45.4,45.6,41.3,41
16:06:43,45.8,45.9,41.3,41.1
16:07:44,46.1,46.2,41.4,41.1
16:08:44,46.4,46.6,41.4,41.2
16:09:44,46.7,46.9,41.5,41.2
16:10:45,47,47.2,41.5,41.2
16:11:45,47.3,47.5,41.5,41.3
16:12:46,47.6,47.8,41.6,41.3
16:13:46,47.8,48,41.6,41.3
16:14:46,48.1,48.3,41.6,41.4
16:15:47,48.4,48.5,41.7,41.4
16:16:47,48.6,48.8,41.7,41.5
16:17:48,48.9,49,41.7,41.5
16:18:48,49.1,49.3,41.8,41.5
16:19:48,49.3,49.5,41.8,41.6
16:20:49,49.5,49.7,41.9,41.6
16:21:49,49.7,49.9,41.9,41.6
16:22:50,49.9,50.1,41.9,41.7
16:23:50,50.1,50.3,41.9,41.7
16:24:50,50.3,50.5,42,41.7
16:25:51,50.5,50.7,42,41.7
16:26:51,50.7,50.8,42,41.7
16:27:51,50.8,51,42,41.8
16:28:52,51,51.2,42,41.8
16:29:52,51.1,51.3,42,41.8
16:30:53,51.3,51.5,42.1,41.8
16:31:53,51.5,51.6,42.1,41.8
16:32:53,51.6,51.8,42.1,41.8
16:33:54,51.7,51.9,42.1,41.8
16:34:54,51.9,52,42.1,41.8
16:35:56,52,52.2,42.1,41.8
16:36:58,52.1,52.3,42.1,41.9
16:38:00,52.3,52.4,42.1,41.9
16:39:02,52.4,52.6,42.1,41.9
16:40:04,52.5,52.7,42.1,41.9
16:41:06,52.6,52.8,42.1,41.9
16:42:08,52.7,52.9,42.1,41.9
16:43:10,52.8,53,42.1,41.9
16:44:13,52.9,53.1,42.1,41.9
16:45:15,53,53.2,42.1,41.9
16:46:17,53.1,53.3,42.1,41.9
16:47:20,53.2,53.4,42.1,41.9
16:48:22,53.3,53.5,42.1,41.9
16:49:25,53.4,53.6,42.2,41.9
16:50:27,53.5,53.7,42.2,41.9
16:51:30,53.6,53.8,42.1,41.9
16:52:32,53.7,53.9,42.2,41.9
16:53:35,53.8,54,42.2,41.9
16:54:37,53.9,54.1,42.2,41.9
16:55:40,54,54.1,42.1,41.9
16:56:43,54.1,54.2,42.1,41.9
16:57:45,54.1,54.3,42.1,41.8
16:58:48,54.2,54.4,42.1,41.8
16:59:51,54.2,54.45,42.1,41.8
17:00:53,54.3,54.5,42.1,41.8
17:01:56,54.4,54.6,42.1,41.8
17:02:59,54.5,54.6,42,41.8
17:04:01,54.5,54.7,42,41.8
17:05:04,54.5,54.7,42,41.8
17:06:07,54.6,54.8,42,41.7
17:07:10,54.6,54.8,42,41.7
17:08:12,54.7,54.9,42,41.7
17:09:15,54.8,54.9,41.9,41.7
17:10:18,54.8,55,41.9,41.7
17:11:21,54.9,55,41.9,41.7
17:12:24,54.9,55.1,41.9,41.6
17:13:26,54.9,55.1,41.9,41.6
17:14:26,54.9,55.1,41.9,41.6
17:15:27,55,55.1,41.8,41.6
17:16:27,55,55.1,41.8,41.6
17:17:28,55,55.2,41.8,41.6
17:18:28,55.1,55.2,41.8,41.6
17:19:29,55.1,55.3,41.8,41.6
17:19:55,55.1,55.3,41.8,41.6
