time,drivingEndBearingTemp-I,drivingEndBearingTemp-II,nonDrivingEndBearingTemp-I,nonDrivingEndBearingTemp-II
12:25:39,66.6,66.5,46.2,45.9
12:26:41,66.6,66.5,46.2,45.9
12:27:44,66.7,66.6,46.2,46
12:28:45,66.8,66.7,46.2,46
12:29:45,66.8,66.7,46.2,46
12:30:45,66.9,66.8,46.3,46
12:31:46,67,66.9,46.3,46.1
12:32:46,67,66.9,46.3,46.1
12:33:47,67.1,67,46.3,46.1
12:34:47,67.1,67,46.4,46.1
12:35:48,67.1,67.1,46.4,46.2
12:36:48,67.2,67.1,46.4,46.2
12:37:48,67.2,67,46.5,46.2
12:38:49,67.1,67,46.5,46.3
12:39:49,67.1,67,46.5,46.3
12:40:50,67.1,67,46.6,46.3
12:41:50,67.2,67,46.6,46.4
12:42:51,67.2,67.1,46.6,46.4
12:43:51,67.2,67.1,46.7,46.5
12:44:51,67.3,67.2,46.7,46.5
12:45:52,67.4,67.3,46.8,46.6
12:46:52,67.4,67.3,46.8,46.6
12:47:53,67.5,67.4,46.9,46.6
12:48:53,67.5,67.4,46.9,46.7
12:49:54,67.6,67.5,46.9,46.7
12:50:54,67.6,67.5,47,46.7
12:51:54,67.7,67.6,47,46.8
12:52:55,67.7,67.6,47.1,46.8
12:53:55,67.7,67.6,47.1,46.9
12:54:56,67.8,67.6,47.1,46.9
12:55:56,67.8,67.7,47.2,47
12:56:56,67.9,67.7,47.2,47
12:57:57,67.9,67.8,47.3,47
12:59:01,67.9,67.8,47.3,47.1
13:00:05,67.9,67.8,47.3,47.1
13:01:09,67.9,67.8,47.4,47.2
13:02:13,67.9,67.8,47.4,47.2
13:03:17,68,67.9,47.5,47.2
13:04:21,68,67.9,47.5,47.3
13:05:25,68.1,67.9,47.6,47.4
13:06:29,68,67.9,47.6,47.4
13:07:33,68,67.8,47.7,47.5
13:08:38,68,67.9,47.7,47.5
13:09:42,68,67.9,47.8,47.5
13:10:46,68.1,68,47.8,47.6
13:11:50,68.1,68,47.9,47.6
13:12:52,68.1,68,47.9,47.7
13:13:53,68,67.9,48,47.7
13:14:53,67.9,67.7,48,47.8
13:15:54,67.7,67.6,48.1,47.8
13:16:54,67.7,67.6,48.1,47.9
13:17:54,67.7,67.6,48.2,47.9
13:43:36,63.1,62.9,49,48.7
13:44:36,62.8,62.6,49,48.7
13:45:37,62.6,62.4,49.1,48.8
13:46:37,62.3,62.1,49.1,48.8
13:47:38,62.1,61.9,49.1,48.8
13:48:38,61.9,61.7,49.2,48.9
13:49:39,61.7,61.5,49.2,48.9
13:50:39,61.5,61.3,49.2,48.9
13:51:39,61.3,61.1,49.3,49
13:52:40,61.1,60.9,49.3,49
13:53:40,60.9,60.7,49.3,49
13:54:41,60.7,60.5,49.3,49
13:55:42,60.5,60.3,49.3,49
13:56:42,60.3,60.1,49.3,49
13:57:43,60.1,59.9,49.3,49
13:58:44,60,59.8,49.3,49
13:59:44,59.8,59.6,49.3,49
14:00:34,59.6,59.4,49.3,49.1
