time,drivingEndBearingTemp-I,drivingEndBearingTemp-II,nonDrivingEndBearingTemp-I,nonDrivingEndBearingTemp-II
16:30:33,37,37.8,37,37.6
16:31:33,37.1,37.8,37.2,37.6
16:32:33,37.3,37.9,37.3,37.7
16:33:33,37.5,37.9,37.5,37.7
16:34:33,37.6,38,37.7,37.8
16:35:33,37.8,38,37.9,37.8
16:36:33,38,38.1,38,37.9
16:37:33,38.2,38.15,38.2,38
16:38:33,38.4,38.2,38.4,38.1
16:39:33,38.6,38.3,38.6,38.1
16:40:33,38.8,38.4,38.8,38.2
16:41:33,39,38.5,39,38.3
16:42:33,39.1,38.6,39.2,38.4
16:43:33,39.3,38.7,39.4,38.5
16:44:33,39.5,38.8,39.5,38.6
16:45:33,39.6,38.9,39.7,38.7
16:46:33,39.8,39,39.8,38.9
16:47:33,39.9,39.2,39.9,39
16:48:33,40,39.3,40.1,39.1
16:49:33,40.1,39.4,40.2,39.2
16:50:33,40.3,39.5,40.3,39.3
16:51:33,40.4,39.6,40.4,39.4
16:52:33,40.5,39.7,40.5,39.6
16:53:33,40.6,39.9,40.7,39.7
16:54:33,40.7,40,40.8,39.8
16:55:33,40.8,40.1,40.9,39.9
16:56:33,41,40.2,41,40
16:57:33,41,40.3,41.1,40.1
16:58:33,41.1,40.4,41.2,40.2
16:59:33,41.2,40.6,41.3,40.4
17:00:33,41.3,40.7,41.3,40.5
17:01:33,41.4,40.8,41.4,40.6
17:02:33,41.4,40.9,41.5,40.7
17:03:33,41.5,41,41.5,40.9
17:04:33,41.5,41.2,41.6,41
17:05:33,41.6,41.3,41.6,41.1
17:06:33,41.6,41.4,41.7,41.2
17:07:33,41.7,41.5,41.7,41.3
17:08:33,41.7,41.6,41.7,41.4
17:09:33,41.7,41.7,41.8,41.5
17:10:33,41.8,41.8,41.8,41.6
17:11:33,41.8,41.9,41.9,41.7
17:12:33,41.8,42,41.9,41.8
17:13:33,41.9,42.1,41.9,41.9
17:14:33,41.9,42.2,42,42
17:15:33,41.9,42.3,42,42.1
17:16:33,42,42.4,42,42.2
17:17:33,42.1,42.5,42.1,42.3
17:18:33,42.1,42.6,42.1,42.4
17:19:33,42.1,42.7,42.1,42.5
17:20:33,42.1,42.7,42.2,42.5
17:21:33,42.1,42.8,42.2,42.6
17:22:33,42.1,42.9,42.2,42.7
17:23:33,42.1,43,42.2,42.8
17:24:33,42.1,43.1,42.2,42.9
17:25:33,42.2,43.2,42.2,43
17:26:33,42.2,43.3,42.2,43
17:27:33,42.2,43.3,42.2,43.1
17:28:33,42.2,43.4,42.2,43.2
17:29:34,42.2,43.5,42.2,43.3
17:30:34,42.2,43.6,42.2,43.4
17:31:34,42.2,43.6,42.2,43.4
17:32:34,42.2,43.7,42.2,43.5
17:33:34,42.2,43.8,42.2,43.6
17:34:34,42.2,43.8,42.2,43.6
17:35:34,42.2,43.9,42.2,43.7
17:36:34,42.2,44,42.2,43.8
17:37:34,42.2,44.1,42.2,43.9
17:38:34,42.2,44.2,42.2,44
17:39:34,42.2,44.3,42.2,44
17:40:34,42.2,44.3,42.2,44.1
17:41:34,42.2,44.4,42.2,44.2
17:42:34,42.2,44.4,42.2,44.2
17:43:34,42.1,44.5,42.2,44.3
17:44:34,42.1,44.5,42.2,44.3
17:45:34,42.1,44.6,42.2,44.4
17:46:34,42.1,44.6,42.2,44.4
17:47:34,42.1,44.6,42.2,44.5
17:48:35,42.1,44.7,42.2,44.5
17:49:35,42.1,44.7,42.2,44.5
17:50:35,42.1,44.7,42.2,44.5
17:50:45,42.1,44.7,42.2,44.5
17:49:35,42.1,44.7,42.2,44.5
17:50:35,42.1,44.7,42.2,44.5
17:50:45,42.1,44.7,42.2,44.5
17:49:35,42.1,44.7,42.2,44.5
17:50:35,42.1,44.7,42.2,44.5
17:50:45,42.1,44.7,42.2,44.5
17:49:35,42.1,44.7,42.2,44.5
