time,drivingEndBearingTemp-I,drivingEndBearingTemp-II,nonDrivingEndBearingTemp-I,nonDrivingEndBearingTemp-II
19:47:55,39.1,39.3,38.2,38.2
19:48:55,39.1,39.3,38.2,38.2
19:49:56,39.1,39.3,38.2,38.2
19:50:57,39.1,39.3,38.2,38.2
19:51:57,39.1,39.3,38.2,38.2
19:52:58,39.2,39.4,38.2,38.2
19:53:58,39.2,39.4,38.2,38.2
19:54:59,39.2,39.4,38.2,38.2
19:56:00,39.2,39.5,38.2,38.2
19:57:00,39.3,39.5,38.2,38.2
19:58:01,39.3,39.5,38.2,38.2
19:59:01,39.4,39.6,38.2,38.2
20:00:02,39.4,39.6,38.2,38.2
20:01:03,39.4,39.6,38.2,38.2
20:02:03,39.5,39.7,38.2,38.2
20:03:04,39.5,39.7,38.2,38.2
20:04:04,39.6,39.8,38.2,38.2
20:05:05,39.6,39.8,38.2,38.3
20:06:06,39.7,39.9,38.3,38.3
20:07:06,39.7,39.9,38.3,38.3
20:08:07,39.8,40,38.3,38.3
20:09:07,39.8,40,38.3,38.3
20:10:08,39.9,40.1,38.3,38.3
20:11:09,39.9,40.1,38.3,38.3
20:12:09,40,40.2,38.3,38.3
20:13:10,40,40.2,38.3,38.3
20:14:11,40.1,40.3,38.3,38.3
20:15:11,40.1,40.3,38.3,38.3
20:16:12,40.1,40.3,38.3,38.3
20:17:12,40.2,40.4,38.3,38.3
20:18:13,40.2,40.4,38.3,38.3
20:19:14,40.3,40.5,38.3,38.3
20:20:14,40.3,40.5,38.3,38.3
20:21:15,40.4,40.5,38.3,38.3
20:22:16,40.4,40.6,38.3,38.3
20:23:16,40.4,40.6,38.3,38.3
20:24:17,40.4,40.7,38.3,38.3
20:25:17,40.5,40.7,38.3,38.3
20:26:18,40.5,40.7,38.3,38.3
20:27:19,40.5,40.7,38.3,38.3
20:28:19,40.5,40.7,38.3,38.3
20:29:20,40.6,40.8,38.3,38.3
20:30:20,40.6,40.8,38.3,38.3
20:31:21,40.6,40.8,38.3,38.3
20:32:22,40.6,40.8,38.3,38.3
20:33:22,40.6,40.8,38.3,38.3
20:34:23,40.7,40.8,38.3,38.3
20:35:23,40.7,40.9,38.3,38.3
20:36:24,40.7,40.9,38.3,38.3
20:37:25,40.7,40.9,38.2,38.3
20:38:25,40.7,40.9,38.2,38.3
20:39:26,40.7,40.9,38.2,38.2
20:40:26,40.7,40.9,38.2,38.2
20:41:27,40.7,40.9,38.2,38.2
20:42:28,40.7,40.9,38.2,38.2
20:43:28,40.8,40.9,38.2,38.2
20:44:29,40.7,40.9,38.2,38.2
20:45:30,40.8,40.9,38.1,38.2
20:46:30,40.8,41,38.1,38.2
20:47:31,40.8,41,38.1,38.1
20:48:31,40.8,41,38.1,38.1
20:49:32,40.8,41,38.1,38.1
20:50:33,40.8,41,38.1,38.1
20:51:33,40.8,41,38.1,38.1
20:52:34,40.8,41,38.1,38.1
20:53:34,40.8,41,38.1,38.1
20:54:35,40.8,41,38,38.1
20:55:36,40.8,41,38,38
20:56:36,40.8,41,38,38
20:57:37,40.9,41,38,38
20:58:37,40.9,41.1,38,38
20:59:38,40.9,41.1,38,38
21:00:39,40.9,41.1,38,38
21:01:40,40.9,41.1,38,38
21:02:40,41,41.1,38,38
21:03:46,41,41.2,38,38
21:04:47,41,41.2,38,38
21:05:47,41,41.2,37.9,38
21:06:14,41,41.2,37.9,38
21:01:40,41,41.2,37.9,38
21:02:40,41,41.2,37.9,38
21:03:46,41,41.2,37.9,38
21:04:47,41,41.2,37.9,38
21:05:47,41,41.2,37.9,38
21:06:14,41,41.2,37.9,38
21:01:40,41,41.2,37.9,38
21:02:40,41,41.2,37.9,38
21:03:46,41,41.2,37.9,38
21:04:47,41,41.2,37.9,38
